title,price,bedroom,bathroom,carport,LT,LB,badges,agent,updated,location,link
Rumah Siap Huni Modern Dalam Perum 5 Menit Ke Kampus Mercu Buana,Rp 950 Juta,2.0,1.0,1.0,: 115 m²,: 80 m²,"Rumah, Full Furnished, Siap Huni, Dekat Sekolah",Lina Core,Diperbarui 5 bulan yang lalu oleh,"Sedayu, Bantul",/properti/bantul/hos16076539/
Rumah Siap Huni Istimewa MURAH di Bantul Yogyakarta,Rp 475 Juta,3.0,3.0,1.0,: 120 m²,: 80 m²,"Rumah, Siap Huni, Dekat Sekolah",MUKHMAMMAD FAIZIN,Diperbarui 5 bulan yang lalu oleh,"Bantul, Bantul",/properti/bantul/hos8313610/
Rumah Baru Kontemporer Siap Huni Semi Furnished 10 Menit Ke Ugm,"Rp 1,35 Miliar",3.0,2.0,1.0,: 135 m²,: 99 m²,"Rumah, Full Furnished, Siap Huni, Dekat Sekolah",Lina Core,Diperbarui 5 bulan yang lalu oleh,"Sleman, Yogyakarta",/properti/yogyakarta/hos16076491/
Rumah Modern Siap Huni Dekat Pamella 7 Sleman,Rp 800 Juta,3.0,2.0,1.0,: 123 m²,: 109 m²,"Rumah, Siap Huni, Dekat Sekolah, Dekat Fasilitas Kesehatan",Siska Core,Diperbarui 5 bulan yang lalu oleh,"Sleman, Yogyakarta",/properti/yogyakarta/hos16942349/
Dijual Rumah Strategis Di Tengah Kota Jogja Harga Murah,Rp 990 Juta,3.0,2.0,1.0,: 75 m²,: 50 m²,"Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah, Dekat Fasilitas Kesehatan",Kawan Property,Diperbarui 1 minggu yang lalu oleh,"Umbulharjo, Yogyakarta",/properti/yogyakarta/hos16939250/
Rumah Mewah Cluster Exclusive Di Jombor Mlati Sleman Yogyakarta,"Rp 1,97 Miliar",4.0,3.0,2.0,: 110 m²,: 133 m²,"Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah, Dekat Fasilitas Kesehatan",Alfiansyah Denny Purwono,Diperbarui 2 hari yang lalu oleh,"Jombor, Sleman",/properti/sleman/hos16938566/
Rumah Joglo Free Cctv Hanya 20 Menit Ke Malioboro,Rp 335 Juta,2.0,1.0,1.0,: 66 m²,: 40 m²,Rumah,Kawan Property,Diperbarui 5 bulan yang lalu oleh,"Pajangan, Bantul",/properti/bantul/hos16939050/
RUMAH JOGLO DI RING ROAD UTARA KOTA JOGJA,"Rp 1,79 Miliar",3.0,2.0,1.0,: 108 m²,: 110 m²,"Rumah, Dekat Akses Transportasi, Dekat Sekolah",Lisa Wastu,Diperbarui 5 bulan yang lalu oleh,"Sleman, Sleman",/properti/sleman/hos16896781/
RUMAH JOGLO CANTIK TANAH LUAS SHM DI PALAGAN,"Rp 3,55 Miliar",5.0,5.0,2.0,: 333 m²,: 135 m²,"Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah, Dekat Fasilitas Kesehatan",Lisa Wastu,Diperbarui 5 bulan yang lalu oleh,"Mlati, Sleman",/properti/sleman/hos16896774/
RUMAH ETNIK JAWA CANTIK VIEW SAWAH DI PRAMBANAN,Rp 699 Juta,2.0,2.0,1.0,: 160 m²,: 98 m²,"Rumah, Dekat Tempat Ibadah",Lisa Wastu,Diperbarui 5 bulan yang lalu oleh,"Prambanan, Sleman",/properti/sleman/hos16896771/
RUMAH MURAH SIAP HUNI TEPI JALAN RAYA DI PRAMBANAN,Rp 620 Juta,3.0,2.0,1.0,: 81 m²,: 50 m²,"Rumah, Siap Huni, Dekat Tempat Wisata, Dekat Tempat Ibadah",Lisa Wastu,Diperbarui 5 bulan yang lalu oleh,"Prambanan, Sleman",/properti/sleman/hos16896758/
Jual Rumah di Sidoarum Jalan Godean,Rp 950 Juta,2.0,2.0,2.0,: 144 m²,: 144 m²,Rumah,Andyanto kurniawan,Diperbarui 5 bulan yang lalu oleh,"Godean, Sleman",/properti/sleman/hos16896527/
Jual Rumah di Sambilegi Maguwoharjo,Rp 825 Juta,3.0,2.0,1.0,: 99 m²,: 66 m²,Rumah,Andyanto kurniawan,Diperbarui 5 bulan yang lalu oleh,"Depok, Sleman",/properti/sleman/hos16896182/
"RUMAH DI PANJATAN, KOTA WATES KULON PROGO, TIMUR BANDARA YIA",Rp 790 Juta,3.0,2.0,1.0,: 108 m²,: 70 m²,"Rumah, Dekat Akses Transportasi, Dekat Fasilitas Kesehatan, Dekat Tempat Ibadah",SARJITO (IVAI),Diperbarui 1 bulan yang lalu oleh,"Kulonprogo, Yogyakarta",/properti/yogyakarta/hos15975802/
Rumah Siap Huni Minimalis Modern Dekat Sate Klathak Pak Pong,Rp 650 Juta,3.0,2.0,1.0,: 136 m²,: 60 m²,"Rumah, Siap Huni, Dekat Tempat Ibadah",Siska Core,Diperbarui 5 bulan yang lalu oleh,"Bantul, Yogyakarta",/properti/yogyakarta/hos16893143/
"DIJUAL RUMAH BARAT MALIOBORO, SONOSEWU YOGYAKARTA",Rp 1 Miliar,3.0,1.0,1.0,: 132 m²,: 100 m²,"Rumah, Dekat Sekolah",SARJITO (IVAI),Diperbarui 1 minggu yang lalu oleh,"Kasihan, Bantul",/properti/bantul/hos16384425/
"DIJUAL RUMAH, VILLA, HOMESTAY JALAN WATES, SEDAYU","Rp 2,6 Miliar",4.0,3.0,1.0,: 472 m²,: 200 m²,"Rumah, Dekat Sekolah, Dekat Tempat Wisata",SARJITO (IVAI),Diperbarui 1 minggu yang lalu oleh,"Sedayu, Bantul",/properti/bantul/hos16385288/
JUAL CEPAT TANAH DENGAN BANGUNAN RUMAH DIATASNYA FULL FURNISH,"Rp 2,09 Miliar",3.0,3.0,2.0,: 322 m²,: 235 m²,"Rumah, Full Furnished, Dekat Sekolah, Dekat Fasilitas Kesehatan",SARJITO (IVAI),Diperbarui 1 minggu yang lalu oleh,"Kasihan, Bantul",/properti/bantul/hos16456180/
BU JUAL CEPAT RUMAH SELANGKAH DARI UMY,"Rp 1,95 Miliar",4.0,3.0,1.0,: 150 m²,: 200 m²,"Rumah, Full Furnished, Dekat Akses Transportasi, Dekat Sekolah",SARJITO (IVAI),Diperbarui 6 bulan yang lalu oleh,"Kasihan, Bantul",/properti/bantul/hos16723900/
Rumah Cantik Murah Sudah Renovasi Maguwoharjo Jogja Dekat Bandara,Rp 825 Juta,3.0,2.0,1.0,: 99 m²,: 60 m²,Rumah,andri febri prasetyo,Diperbarui 5 bulan yang lalu oleh,"Maguwoharjo, Yogyakarta",/properti/yogyakarta/hos16866501/
Rumah Siap Huni Perumahan Jalimbar Sewon,"Rp 1,85 Miliar",3.0,3.0,4.0,: 192 m²,: 100 m²,"Rumah, Siap Huni, Dekat Sekolah, Dekat Tempat Ibadah",Hendri Panuntun,Diperbarui 3 bulan yang lalu oleh,"Sewon, Bantul",/properti/bantul/hos16866332/
KOSAN EXCLUSIVE SIAP BANGUN DEKAT KAMPUS UGM DI JALAN PALAGAN,"Rp 1,65 Miliar",9.0,9.0,2.0,: 116 m²,: 150 m²,"Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah",Uut Benka Property Yogya,Diperbarui 4 bulan yang lalu oleh,"Ngaglik, Sleman",/properti/sleman/hos14599367/
"Rumah Plus Cafe di Jl Kaliurang km12 *SHM IMB* dkt Kampus,Kost",Rp 6 Miliar,8.0,6.0,8.0,: 840 m²,: 660 m²,"Rumah, Dekat Sekolah, Dekat Landmark",Lidia Chandra,Diperbarui 2 bulan yang lalu oleh,"Ngaglik, Sleman",/properti/sleman/hos12987705/
Jual Rumah & Kos di Umbulharjo Yogyakarta,"Rp 2,75 Miliar",8.0,4.0,1.0,: 241 m²,: 250 m²,Rumah,Andyanto kurniawan,Diperbarui 5 bulan yang lalu oleh,"Umbulharjo, Yogyakarta",/properti/yogyakarta/hos16835362/
"Rumah Mewah Dua Lantai Mangku Jalan, 5 Menit Dekat Uii Jogja","Rp 4,3 Miliar",4.0,3.0,1.0,: 490 m²,: 290 m²,"Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah, Dekat Fasilitas Kesehatan",Rifaza Core,Diperbarui 5 bulan yang lalu oleh,"Ngaglik, Sleman",/properti/sleman/hos16832436/
Rumah Dijual Harga Promo Spesial Ramadan Di Sleman,Rp 592 Juta,2.0,1.0,1.0,: 104 m²,: 50 m²,"Rumah, Dekat Sekolah, Dekat Landmark",Rika Heiwa Property,Diperbarui 5 bulan yang lalu oleh,"Mlati, Sleman",/properti/sleman/hos16832402/
Miliki Rumah 3 Kamar Di Perum Royal Mansion Cocok Untuk Keluarga,"Rp 1,7 Miliar",3.0,3.0,2.0,: 190 m²,: 90 m²,Rumah,SULISTYO RINI,Diperbarui 1 bulan yang lalu oleh,"Banguntapan, Bantul",/properti/bantul/hos16423658/
Rumah Eksklusif strategis Tengah kota Jogja legalitas SHM,Rp 750 Juta,3.0,1.0,2.0,: 84 m²,: 84 m²,"Rumah, Dekat Akses Transportasi, Dekat Sekolah, Dekat Fasilitas Kesehatan",Ikke Setianee GP Realty GP Realty,Diperbarui 5 bulan yang lalu oleh,"Jetis, Yogyakarta",/properti/yogyakarta/hos16829700/
"Cuma 300jtan, Rumah Cantik Dekat Candi Prambanan",Rp 310 Juta,2.0,1.0,1.0,: 86 m²,: 36 m²,"Rumah, Dekat Sekolah, Dekat Tempat Wisata, Dekat Tempat Ibadah",Rika Heiwa Property,Diperbarui 5 bulan yang lalu oleh,"Ngaglik, Sleman",/properti/sleman/hos16829594/
Sold 1 Unit Sisa 6 Unit Dekat Jalan Godean,Rp 487 Juta,3.0,1.0,1.0,: 91 m²,: 52 m²,Rumah,Nurul,Diperbarui 5 bulan yang lalu oleh,"Seyegan, Sleman",/properti/sleman/hos16829285/
Scandinavian Jogja Barat Siap Bangun Dekat Godean Dan Sidoarum,Rp 750 Juta,3.0,1.0,1.0,: 106 m²,: 60 m²,"Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah",Yakob property GT,Diperbarui 2 minggu yang lalu oleh,"Godean, Sleman",/properti/sleman/hos16334817/
Dijual Rumah Minimalis Di Jogja Bukan Subsidi SHM Bisa Kpr,Rp 270 Juta,2.0,1.0,1.0,: 60 m²,: 30 m²,"Rumah, Subsidi, Dekat Akses Transportasi, Dekat Sekolah",Kawan Property,Diperbarui 2 minggu yang lalu oleh,"Sedayu, Bantul",/properti/bantul/hos16784730/
Rumah induk dan kos di Jalan kaliurang SHM bangunan baru,"Rp 4,5 Miliar",12.0,12.0,6.0,: 232 m²,: 600 m²,"Rumah, Full Furnished, Bebas Banjir, Dekat Akses Transportasi",Alfian Febriansyah,Diperbarui 6 bulan yang lalu oleh,"Ngaglik, Sleman",/properti/sleman/hos16783074/
Rumah mewah dalam perumahan di jl kebon Agung mlati sleman,"Rp 2,5 Miliar",3.0,3.0,2.0,: 123 m²,: 160 m²,"Rumah, Full Furnished, Dekat Pusat Perbelanjaan, Dekat Sekolah",yuga wahid sholikin,Diperbarui 4 bulan yang lalu oleh,"Cebongan, Sleman",/properti/sleman/hos16717764/
"Rumah Dekat Kampus UGM, perumahan Nandan Griya Idaman, jl Monjali Sleman Yogyakarta","Rp 3,85 Miliar",4.0,3.0,2.0,: 265 m²,: 290 m²,"Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah",SULISTYO RINI,Diperbarui 1 bulan yang lalu oleh,"Ngaglik, Sleman",/properti/sleman/hos16780671/
"Cluster Dua Lantai Terjangkau Di Kelasnya, 15 Menit Dari Ugm Saja","Rp 1,2 Miliar",3.0,2.0,1.0,: 118 m²,: 80 m²,"Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah",Rifaza Core,Diperbarui 6 bulan yang lalu oleh,"Gamping, Sleman",/properti/sleman/hos16780516/
Rumah Siap Huni Luas Bagus di Sleman Dekat Pamella 7,"Rp 1,28 Miliar",4.0,2.0,1.0,: 207 m²,: 160 m²,"Rumah, Siap Huni, Dekat Akses Transportasi, Dekat Pusat Perbelanjaan",Siska Core,Diperbarui 6 bulan yang lalu oleh,"Sleman, Yogyakarta",/properti/yogyakarta/hos16780349/
Rumah Full Furnished Siap Huni Bagus di Sedayu Bantul,Rp 950 Juta,2.0,1.0,1.0,: 115 m²,: 80 m²,"Rumah, Full Furnished, Siap Huni, Dekat Sekolah",Siska Core,Diperbarui 6 bulan yang lalu oleh,"Bantul, Yogyakarta",/properti/yogyakarta/hos16772101/
Rumah Bagus 2 Lantai di Sleman Dekat Pamella 7,"Rp 1,6 Miliar",4.0,4.0,1.0,: 152 m²,: 134 m²,"Rumah, Dekat Sekolah, Dekat Tempat Ibadah",Siska Core,Diperbarui 6 bulan yang lalu oleh,"Sleman, Yogyakarta",/properti/yogyakarta/hos16771965/
Rumah Mewah Jalan Kaliurang Km 7,"Rp 2,7 Miliar",3.0,2.0,2.0,: 138 m²,: 150 m²,"Rumah, Full Furnished, Siap Huni, Dekat Sekolah",Hendri Panuntun,Diperbarui 6 bulan yang lalu oleh,"Ngaglik, Sleman",/properti/sleman/hos16727720/
Perumahan Casa Grande Real Estate,"Rp 3,83 Miliar",3.0,2.0,2.0,: 130 m²,: 124 m²,"Rumah, Dekat Sekolah",Hendri Panuntun,Diperbarui 6 bulan yang lalu oleh,"Depok, Sleman",/properti/sleman/hos16727560/
Rumah Timur Perumahan Casa Grande Jogja,"Rp 2,57 Miliar",3.0,2.0,7.0,: 572 m²,: 150 m²,"Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah",Hendri Panuntun,Diperbarui 6 bulan yang lalu oleh,"Maguwoharjo, Yogyakarta",/properti/yogyakarta/hos16727514/
Jual Rumah Baru di Widodomartani Sleman,Rp 760 Juta,3.0,2.0,1.0,: 132 m²,: 90 m²,Rumah,Andyanto kurniawan,Diperbarui 6 bulan yang lalu oleh,"Ngemplak, Sleman",/properti/sleman/hos16727039/
Jual Rumah Baru di Widodomartani Sleman,Rp 875 Juta,3.0,2.0,1.0,: 152 m²,: 85 m²,Rumah,Andyanto kurniawan,Diperbarui 6 bulan yang lalu oleh,"Ngemplak, Sleman",/properti/sleman/hos16726920/
Dijual Cepat Rumah Minimalis Modern Murah Di Kawasan Godean Jogja,Rp 470 Juta,3.0,2.0,1.0,: 110 m²,: 80 m²,Rumah,Brigitta Yulia,Diperbarui 6 bulan yang lalu oleh,"Godean, Sleman",/properti/sleman/hos16726737/
Dijual Hotel Prospektiv Lokasi Strategis Didekat Malioboro Kraton,"Rp 7,5 Miliar",22.0,22.0,1.0,: 340 m²,: 559 m²,Rumah,Brigitta Yulia,Diperbarui 5 bulan yang lalu oleh,"Wirobrajan, Yogyakarta",/properti/yogyakarta/hos16726634/
Rumah elit di palagan ngagklik sleman dekat Hyatt Regency,"Rp 2,05 Miliar",3.0,3.0,1.0,: 191 m²,: 250 m²,"Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah",Faridah Property,Diperbarui 3 minggu yang lalu oleh,"Ngaglik, Sleman",/properti/sleman/hos16726369/
"Rumah Minimalis di Perumahan Elit Citra Sun Garden Jl Adi Sucipto, Turun Harga","Rp 1,45 Miliar",2.0,1.0,1.0,: 120 m²,: 90 m²,Rumah,A Caecilia Dwi Rahayuningsih LJ Hooker,Diperbarui 6 bulan yang lalu oleh,"Kalasan, Sleman",/properti/sleman/hos16715938/
Rumah Bagus di Wonosari adem ayem bikin tentrem supaya tidak berantem,Rp 379 Juta,2.0,1.0,1.0,: 71 m²,: 41 m²,"Rumah, Dekat Tempat Wisata",Abdurrahman Albatawi,Diperbarui 6 bulan yang lalu oleh,"Playen, Gunung Kidul",/properti/gunung-kidul/hos16718599/
Dapatkan Rumah Murah Cocok Untuk Investasi 200jt an Saja,Rp 230 Juta,2.0,1.0,2.0,: 63 m²,: 30 m²,"Rumah, Dekat Akses Transportasi, Dekat Sekolah, Dekat Fasilitas Kesehatan",Eka Bangkit Perkasa,Diperbarui 6 bulan yang lalu oleh,"Sedayu, Bantul",/properti/bantul/hos16718142/
"Rumah Baru Di Perum Ndalem Kalegan Kaliurang, Ngaglik, Sleman",Rp 799 Juta,2.0,1.0,1.0,: 78 m²,: 45 m²,Rumah,RINTO TANIZAR,Diperbarui 5 bulan yang lalu oleh,"Ngaglik, Sleman",/properti/sleman/hos14875343/
Rumah Full Furnish 15 Menit Dari Bandara Yia Yogyakarta,"Rp 1,3 Miliar",3.0,3.0,3.0,: 255 m²,: 180 m²,"Rumah, Full Furnished, Dekat Akses Transportasi, Dekat Sekolah",Vina Saputra,Diperbarui 6 bulan yang lalu oleh,"Wates, Kulon Progo",/properti/kulon-progo/hos14870944/
Rumah Sultan di Yogyakarta lingkungan Kawasan Perumahan di jalan kaliurang,"Rp 9,12 Miliar",5.0,7.0,1.0,: 275 m²,: 235 m²,"Rumah, Full Furnished, Siap Huni, Dekat Landmark",Muhlisin panoramicland,Diperbarui 3 minggu yang lalu oleh,"Ngaglik, Sleman",/properti/sleman/hos14863799/
Rumah Murah 2 Lantai Furnished Dalam Ringroad Jalan Kabupaten Dekat Ke Jcm Rsa,"Rp 1,6 Miliar",4.0,3.0,1.0,: 172 m²,: 260 m²,"Rumah, Full Furnished, Siap Huni, Dekat Pusat Perbelanjaan",Nanang Ibrahim,Diperbarui 6 bulan yang lalu oleh,"Gamping, Sleman",/properti/sleman/hos14792220/
Rumah 2 lantai mangku jalan di Minomartani sleman yogyakarta,Rp 945 Juta,4.0,2.0,1.0,: 180 m²,: 105 m²,"Rumah, Siap Huni, Dekat Sekolah, Dekat Fasilitas Kesehatan",Faridah Property,Diperbarui 2 bulan yang lalu oleh,"Minomartani , Sleman",/properti/sleman/hos14723571/
Rumah Siap Huni 2 Lantai Bagus Dalam Perum Dekat Candi Sambisari,Rp 950 Juta,3.0,1.0,1.0,: 102 m²,: 90 m²,"Rumah, Siap Huni, Dekat Akses Transportasi, Dekat Sekolah",Siska Core,Diperbarui 6 bulan yang lalu oleh,"Purwomartani, Yogyakarta",/properti/yogyakarta/hos14592545/
Jual Kos di Pogung Dekat UGM,Rp 3 Miliar,14.0,5.0,1.0,: 203 m²,: 185 m²,"Rumah, Dekat Sekolah",Andyanto kurniawan,Diperbarui 2 minggu yang lalu oleh,"Mlati, Sleman",/properti/sleman/hos14588941/
RUMAH 2 LANTAI DI GODEAN SLEMAN DEKAT KAMPUS UMY DAN UNU,"Rp 1,54 Miliar",3.0,2.0,2.0,: 112 m²,: 100 m²,"Rumah, Dekat Sekolah",Faridah Property,Diperbarui 4 bulan yang lalu oleh,"Godean, Sleman",/properti/sleman/hos14583201/
Jual Tanah Dan Rumah Dengan Halaman Luas Dekat Malioboro Jogja.,"Rp 7,5 Miliar",3.0,1.0,10.0,: 838 m²,: 200 m²,"Rumah, Dekat Sekolah",info_ propertybagusjogja,Diperbarui 2 minggu yang lalu oleh,"Wirobrajan, Yogyakarta",/properti/yogyakarta/hos14513126/
"Kost Exclusive Baru, Di Condongcatur Depok Sleman, Murah Meriah, Parkir Super Luas, Dekat Kampus","Rp 6,7 Miliar",26.0,26.0,6.0,: 312 m²,: 600 m²,"Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah",Andy Pehlani,Diperbarui 4 minggu yang lalu oleh,"Condong Catur, Sleman",/properti/sleman/hos14468596/
"Rumah Kost Kavling Bangun Exclusive Dijual Gamping, Full Furnished, Dekat Kampus Umy, Pusat Kota, Ramai, Nyaman","Rp 3,7 Miliar",20.0,20.0,20.0,: 216 m²,: 317 m²,"Rumah, Full Furnished, Dekat Sekolah",Ismono Marwan,Diperbarui 4 bulan yang lalu oleh,"Kasihan, Bantul",/properti/bantul/hos14465034/
DI JUAL RUMAH MEWAH SCANDINAVIAN TROPIS KONTEMPORER,"Rp 1,69 Miliar",3.0,3.0,2.0,: 121 m²,: 150 m²,"Rumah, Dekat Sekolah, Dekat Landmark",Faridah Property,Diperbarui 3 bulan yang lalu oleh,"Kaliurang, Sleman",/properti/sleman/hos14460464/
Rumah Cantik 2 Lantai Siap Huni di Sleman Utara Dekat Kampus Uii,"Rp 1,75 Miliar",3.0,3.0,1.0,: 120 m²,: 200 m²,"Rumah, Siap Huni, Dekat Pusat Perbelanjaan, Dekat Sekolah",Lina Core,Diperbarui 1 bulan yang lalu oleh,"Sleman, Yogyakarta",/properti/yogyakarta/hos14262338/
Rumah Minimalis Modern Smarthome Harga Ekonomis,Rp 650 Juta,2.0,1.0,1.0,: 74 m²,: 45 m²,"Rumah, Dekat Akses Transportasi, Dekat Pusat Perbelanjaan, Dekat Sekolah",Lina Core,Diperbarui 1 bulan yang lalu oleh,"Bantul, Yogyakarta",/properti/yogyakarta/hos14271088/
"Rumah 2 Lantai Lokasi Strategis Dekat Pasar Kolombo,Sleman, Jogja","Rp 2,5 Miliar",4.0,4.0,1.0,: 176 m²,: 256 m²,"Rumah, Dekat Sekolah",Deny ERA iREA Jogja,Diperbarui 2 bulan yang lalu oleh,"Sleman, Yogyakarta",/properti/yogyakarta/hos14404880/
Rumah Baru Dalam Perumahan di Jalan Kaliurang Km 8 di Jalan kaliurang km 8 Rumah 2 Lantai SHM,"Rp 1,6 Miliar",3.0,2.0,1.0,: 129 m²,: 140 m²,"Rumah, Siap Huni, Dekat Sekolah, Dekat Landmark",Muhlisin panoramicland,Diperbarui 3 minggu yang lalu oleh,"Ngaglik, Sleman",/properti/sleman/hos14283900/
Rumah 5 Kamar Dlm Perumahan Elite Daerah Sambisari Purwomartani,"Rp 2,6 Miliar",5.0,4.0,2.0,: 296 m²,: 165 m²,Rumah,Sandi Rifana,Diperbarui 2 minggu yang lalu oleh,"Kalasan, Sleman",/properti/sleman/hos14283162/
Jaul Rumah di Perumahan Bale Hinggil,"Rp 7,8 Miliar",5.0,4.0,2.0,: 400 m²,: 440 m²,Rumah,Andyanto kurniawan,Diperbarui 1 bulan yang lalu oleh,"Ngaglik, Sleman",/properti/sleman/hos14230830/
Jual Rumah Lama di Yogyakarta Dekat Malioboro,Rp 32 Miliar,4.0,6.0,8.0,: 2600 m²,: 400 m²,Rumah,Andyanto kurniawan,Diperbarui 2 bulan yang lalu oleh,"Mergangsan, Yogyakarta",/properti/yogyakarta/hos14230557/
Rumah Dengan Desain Minimalis Dalam Perumahan Citra Grand Mutiara,"Rp 1,55 Miliar",3.0,3.0,1.0,: 150 m²,: 113 m²,"Rumah, Dekat Sekolah",DIAH ASIH T.H,Diperbarui 1 bulan yang lalu oleh,"Gamping, Sleman",/properti/sleman/hos14230355/
RUMAH MURAH DI SLEMAN DEKAT RSUD SLEMAN,"Rp 1,5 Miliar",3.0,2.0,2.0,: 395 m²,: 130 m²,"Rumah, Dekat Pusat Perbelanjaan",Lisa Wastu,Diperbarui 07 Juli 2023 oleh,"Sleman, Yogyakarta",/properti/yogyakarta/hos14168253/
Dekat UGM dan Uii..Rumah Murah Tanahnya 262m,"Rp 1,25 Miliar",3.0,2.0,1.0,: 262 m²,: 100 m²,"Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah, Dekat Fasilitas Kesehatan",Rully Java,Diperbarui 2 bulan yang lalu oleh,"Ngaglik, Sleman",/properti/sleman/hos14168097/
Jual Rumah / Villa Joglo di Pakem Jalan Kaliurang,"Rp 7,5 Miliar",8.0,8.0,6.0,: 1000 m²,: 350 m²,Rumah,Andyanto kurniawan,Diperbarui 2 bulan yang lalu oleh,"Pakem, Sleman",/properti/sleman/hos14168103/
BANTING HARGA! GUEST HOUSE KLASIK STRATTEGIS DENGAN HALAMAN LUAS DI PISAT KOTA JOGJA DEKAT ALUN ALUN KIDUL JOGJAKARTA,Rp 11 Miliar,15.0,11.0,3.0,: 798 m²,: 700 m²,Rumah,Ayanti Sahabat Properti Jogja,Diperbarui 3 minggu yang lalu oleh,"Gondomanan, Yogyakarta",/properti/yogyakarta/hos14113420/
Jual Rumah di Tamanan Banguntapan,Rp 2 Miliar,4.0,3.0,1.0,: 340 m²,: 350 m²,Rumah,Andyanto kurniawan,Diperbarui 3 bulan yang lalu oleh,"Banguntapan, Bantul",/properti/bantul/hos14075162/
Di Jual Cepat Rumah Bagus Dan Strategis di Kota Yogyakarta,"Rp 2,8 Miliar",11.0,7.0,5.0,: 350 m²,: 400 m²,"Rumah, Dekat Akses Transportasi",Elfa Rachmania Savitri,Diperbarui 3 bulan yang lalu oleh,"Sleman, Yogyakarta",/properti/yogyakarta/hos14069977/
Rumah Baru dalam perumahan dijual Jogja depok sleman yogyakarta,Rp 9 Miliar,4.0,4.0,3.0,: 235 m²,: 275 m²,"Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah, Dekat Fasilitas Kesehatan",Santi Property Jogja Realty,Diperbarui 1 bulan yang lalu oleh,"Depok, Sleman",/properti/sleman/hos14067088/
"Dijual rumah villa nuansa pedesaan di Margoluwih, seyegan, Sleman, Yogyakarta","Rp 3,3 Miliar",4.0,2.0,3.0,: 1100 m²,: 300 m²,"Rumah, Full Furnished, Dekat Pusat Perbelanjaan, Dekat Sekolah",Muhlisin panoramicland,Diperbarui 3 minggu yang lalu oleh,"Seyegan, Sleman",/properti/sleman/hos14019701/
RUMAH CANTIK MEWAH DENGAN SUASANA TENANG SEJUK DI JALAN KALIURANG KM 8 NGAGLIK SLEMAN,"Rp 2,3 Miliar",4.0,3.0,3.0,: 220 m²,: 170 m²,"Rumah, Dekat Sekolah, Dekat Landmark",Muhlisin panoramicland,Diperbarui 3 minggu yang lalu oleh,"Ngemplak, Sleman",/properti/sleman/hos14019198/
"Rumah Murah Dalam Perumahan Elit, Dekat Casagrande Maguwoharjo,","Rp 1,65 Miliar",4.0,3.0,2.0,: 170 m²,: 90 m²,Rumah,Erfin Wastu,Diperbarui 26 Mei 2023 oleh,"Depok, Sleman",/properti/sleman/hos13835836/
Rumah Dijual Jogja Utara Maguwoharjo Depok Sleman Yogyakarta,"Rp 1,4 Miliar",4.0,3.0,1.0,: 141 m²,: 297 m²,Rumah,Santi Property Jogja Realty,Diperbarui 3 minggu yang lalu oleh,"Depok, Sleman",/properti/sleman/hos13675856/
Rumah Di Perum Griya Purwo Indah Residence Kalasan Sleman,Rp 950 Juta,3.0,1.0,1.0,: 102 m²,: 90 m²,"Rumah, Dekat Sekolah",DIAH ASIH T.H,Diperbarui 1 bulan yang lalu oleh,"Kalasan, Sleman",/properti/sleman/hos13673849/
"Rumah Tanah Luas Dijual Gamping, Dekat Kampus Pertanahan, Akper, Jalan Godean, Dalam Ringroad Banyak Perum",Rp 10 Miliar,6.0,4.0,3.0,: 900 m²,: 500 m²,"Rumah, Dekat Sekolah",Ismono Marwan,Diperbarui 4 bulan yang lalu oleh,"Gamping, Sleman",/properti/sleman/hos13673229/
Rumah Mewah 1 Lantai di Jakal Km 13 Dekat Uii,"Rp 1,1 Miliar",3.0,2.0,1.0,: 120 m²,: 93 m²,Rumah,indah ade,Diperbarui 2 bulan yang lalu oleh,"Ngaglik, Sleman",/properti/sleman/hos13599950/
Villa Mewah Full Furnish Ada Kolam Renang View Pantai Parangtritis,"Rp 3,5 Miliar",4.0,4.0,4.0,: 650 m²,: 400 m²,"Rumah, Full Furnished, Dekat Fasilitas Kesehatan, Dekat Tempat Wisata",Faza Jogja ID Property,Diperbarui 1 minggu yang lalu oleh,"Kretek, Bantul",/properti/bantul/hos13438937/
"Rumah Di Perum Perwita Regency, Bangunharjo, Sewon, Bantul","Rp 2,6 Miliar",4.0,4.0,1.0,: 220 m²,: 300 m²,Rumah,RINTO TANIZAR,Diperbarui 4 bulan yang lalu oleh,"Sewon, Bantul",/properti/bantul/hos13362486/
RUMAH BARU SIAP HUNI 2 MENIT DARI RS POLDA DIY,Rp 450 Juta,2.0,2.0,1.0,: 77 m²,: 50 m²,"Rumah, Siap Huni, Dekat Pusat Perbelanjaan, Dekat Sekolah",Lisa Wastu,Diperbarui 31 Maret 2023 oleh,"Kalasan, Sleman",/properti/sleman/hos13289186/
